Name,Year,Sex,Sport,NOC,Medal
Alfred Klingler,1936,M,Handball,GER,1
Alfredo Pezzana,1936,M,Fencing,ITA,1
Harry-Carl Voigt,1936,M,Athletics,GER,1
Wilhelm Mahlow,1936,M,Rowing,GER,1
Luciano Mercante,1936,M,Art Competitions,ITA,1
Luciano Negrini,1936,M,Rowing,ITA,1
Gerhard Sigvald Pedersen,1936,M,Boxing,DEN,1
Khadr El-Sayed El-Touni,1936,M,Weightlifting,EGY,1
Ralph (Erich) Berzsenyi (Beusterien),1936,M,Shooting,HUN,1
Helge Teodor Larsson,1936,M,Canoeing,SWE,1
Ralph Albert Gilman,1936,M,Swimming,USA,1
Alfred Kienzle,1936,M,Water Polo,GER,1
Erwin Sietas,1936,M,Swimming,GER,1
Erwin Keller,1936,M,Hockey,GER,1
Erwin Gillmeister,1936,M,Athletics,GER,1
Erwin Casmir,1936,M,Fencing,GER,2
Erwin Blask,1936,M,Athletics,GER,1
Esa Seeste (Serenius-),1936,M,Gymnastics,FIN,1
"Ernest John ""Ernie"" Goodsir-Cullen",1936,M,Hockey,IND,1
Jakob Brendel,1936,M,Wrestling,GER,1
"Nikolaus Anton ""Toni"" Merkens",1936,M,Cycling,GER,1
Walter Volle,1936,M,Rowing,GER,1
Alois Hudec,1936,M,Gymnastics,TCH,1
Ahsan Muhammad Khan,1936,M,Hockey,IND,1
"Jacob ""Jaap"" Kraaier",1936,M,Canoeing,NED,1
Alois Podhajsky,1936,M,Equestrianism,AUT,1
"Francis ""Frank"" Amyot",1936,M,Canoeing,CAN,1
Ahmet Kirei (Mersinli-),1936,M,Wrestling,TUR,1
Ragnhild Tove Hveger (-Andersen),1936,F,Swimming,DEN,1
Alois Schnabel,1936,M,Handball,AUT,1
Klmn Hazai (Henszelmann),1936,M,Water Polo,HUN,1
Hjalmar Eemil Nystrm,1936,M,Wrestling,FIN,1
Werner Ernst Loeckle,1936,M,Rowing,GER,1
Werner Hans Fritz Hamel,1936,M,Hockey,GER,1
Werner Herman Otto Krogmann,1936,M,Sailing,GER,1
Kthe Sohnemann (-Schmidt),1936,F,Gymnastics,GER,1
"Francis Edward ""Frank"" Millard",1936,M,Wrestling,USA,1
Kthe Khler,1936,F,Diving,GER,1
Werner Joseph Egk (Mayer-),1936,M,Art Competitions,GER,1
Fidel Ortz Tovar,1936,M,Boxing,MEX,1
Francesco Gabriotti,1936,M,Football,ITA,1
Louis Hostin,1936,M,Weightlifting,FRA,1
Hector Harold Whitlock,1936,M,Athletics,GBR,1
Oreste Grossi,1936,M,Rowing,ITA,1
Foy Draper,1936,M,Athletics,USA,1
Jacob Tullin Thams,1936,M,Sailing,NOR,1
Almiro Bergamo,1936,M,Rowing,ITA,1
Sven Alfred Thofelt,1936,M,Fencing,SWE,1
Kurt Dossin,1936,M,Handball,GER,1
Peter Paul Fernandes,1936,M,Hockey,IND,1
Aileen Aletha Meagher,1936,F,Athletics,CAN,1
"Kurt ""Kutti"" Wei",1936,M,Hockey,GER,1
"Albert Joseph ""Al"" Vande Weghe",1936,M,Swimming,USA,1
Volmari Fritijof Iso-Hollo (Hollo-),1936,M,Athletics,FIN,2
Kurt Hasse,1936,M,Equestrianism,GER,2
Sayed Muhammad Hussain,1936,M,Hockey,IND,1
Sayed Muhammad Jaffar,1936,M,Hockey,IND,1
Alfredo Foni,1936,M,Football,ITA,1
Pietro Rava,1936,M,Football,ITA,1
Walter Werginz,1936,M,Football,AUT,1
Louis Chaillot,1936,M,Cycling,FRA,1
Kurt Hornfischer,1936,M,Wrestling,GER,1
Leon tukelj,1936,M,Gymnastics,YUG,1
"Louis Daniel ""Lou"" Laurie (Lauria-)",1936,M,Boxing,USA,1
Werner Julius March,1936,M,Art Competitions,GER,2
Orazio Mariani,1936,M,Athletics,ITA,1
Werner Kubitzki,1936,M,Hockey,GER,1
Kurt Ott,1936,M,Cycling,SUI,1
Shigeo Sugiura,1936,M,Swimming,JPN,1
Klement Steinmetz,1936,M,Football,AUT,1
"Heinrich ""Heinz"" Pollay",1936,M,Equestrianism,GER,2
"Heinrich ""Heinz"" Schmalix",1936,M,Hockey,GER,1
Ferdinand Kiefler,1936,M,Handball,AUT,1
"Ferdinand Johannes ""Hans"" Keiter",1936,M,Handball,GER,1
Heinrich Keimig,1936,M,Handball,GER,1
Jack Chapman Medica,1936,M,Swimming,USA,3
Gerhard Karl Eduard Stck,1936,M,Athletics,GER,2
Heinrich Krug,1936,M,Water Polo,GER,1
Werner Scheurmann,1936,M,Handball,SUI,1
Felix Scheder-Bieschin,1936,M,Sailing,GER,1
Alfred Schmalzer,1936,M,Handball,AUT,1
Jadwiga Wajs-Marcinkiewicz (-Grtkiewicz),1936,F,Athletics,POL,1
Knut Hilding Fridell,1936,M,Wrestling,SWE,1
Jack Beresford,1936,M,Rowing,GBR,1
Farpi Vignoli,1936,M,Art Competitions,ITA,1
Aldo Masciotta,1936,M,Fencing,ITA,1
Ferenc Csk (Lengvri-),1936,M,Swimming,HUN,2
Gerhard Gustmann,1936,M,Rowing,GER,1
Leonard Jack Martin,1936,M,Sailing,GBR,1
"Gerhard ""Gerd"" Hornberger",1936,M,Athletics,GER,1
Jack Williamson Ragland,1936,M,Basketball,USA,1
Ahmed Sher Khan,1936,M,Hockey,IND,1
Peter Richard Olsen,1936,M,Rowing,DEN,1
Francis Lee Johnson,1936,M,Basketball,USA,1
rpd Lengyel,1936,M,Swimming,HUN,1
Kroly Krpti (Kellner-),1936,M,Wrestling,HUN,1
Werner Meyer,1936,M,Handball,SUI,1
"Samuel J. ""Sam"" Balter, Jr.",1936,M,Basketball,USA,1
Heikki Ilmari Savolainen,1936,M,Gymnastics,FIN,1
Franco Riccardi,1936,M,Fencing,ITA,2
Gunnar Mikael Hckert,1936,M,Athletics,FIN,1
Fernand Auguste Henri Marius Vandernotte,1936,M,Rowing,FRA,1
Wasif Ibrahim,1936,M,Weightlifting,EGY,1
Gerd Vls,1936,M,Rowing,GER,1
Francisco Martnez Cordero,1936,M,Basketball,MEX,1
Francisco Resiglione,1936,M,Boxing,ARG,1
Alan John Barrett,1936,M,Rowing,GBR,1
Sven August Wilhelm Colliander,1936,M,Equestrianism,SWE,1
Jacques Coutrot,1936,M,Fencing,FRA,1
Shigeo Arai,1936,M,Swimming,JPN,2
Fernand Bertrand Issel,1936,M,Water Polo,BEL,1
Gordon Glover Dunn,1936,M,Athletics,USA,1
"Philip Aron ""Phil"" Edwards",1936,M,Athletics,CAN,1
Helmut Cmmerer,1936,M,Canoeing,GER,1
Henri Rang,1936,M,Equestrianism,ROU,1
Alfred Dompert,1936,M,Athletics,GER,1
Lino Liviabella,1936,M,Art Competitions,ITA,1
Hans Ernst Homberger,1936,M,Rowing,SUI,2
Oscar Casanovas,1936,M,Boxing,ARG,1
"Adrianus Lambertus Joseph ""Bob"" Maas",1936,M,Sailing,NED,1
Gustavo Marzi,1936,M,Fencing,ITA,3
Hans Esser,1936,M,Fencing,GER,1
Urho Johannes Karhumki,1936,M,Art Competitions,FIN,1
Henri Stoelen,1936,M,Water Polo,BEL,1
Hermann Stiegholzer,1936,M,Art Competitions,AUT,1
Nils Kristian Eriksen,1936,M,Football,NOR,1
Imre Rajczy (Rasztovich-),1936,M,Fencing,HUN,1
Fredrik Horn,1936,M,Football,NOR,1
Fredrik Meyer,1936,M,Sailing,NOR,1
Lus Falco de Mena e Silva,1936,M,Equestrianism,POR,1
Hermann Schreiber,1936,M,Aeronautics,SUI,1
Konrad Kuno Cay Freiherr von Wangenheim,1936,M,Equestrianism,GER,1
"Friederike ""Friedl"" Iby (-Kopp)",1936,F,Gymnastics,GER,1
Giuseppe Baldo,1936,M,Football,ITA,1
Andr Ren Jousseaum,1936,M,Equestrianism,FRA,1
Emil Juracka,1936,M,Handball,AUT,1
Emil Sutor,1936,M,Art Competitions,GER,1
Henri Joseph Marie Dulieux,1936,M,Fencing,FRA,1
Giovanni Leone Reggio,1936,M,Sailing,ITA,1
"Katherine Louise Rawls (-Thompson, -Green)",1936,F,Swimming,USA,1
Endre Kabos,1936,M,Fencing,HUN,2
Walter Johan Heinrich Steffens,1936,M,Gymnastics,GER,1
Siegfried Lerdon,1936,M,Fencing,GER,1
Siegfried Purner,1936,M,Handball,AUT,1
Luis Ignacio de la Vega Leija,1936,M,Basketball,MEX,1
Luis Jorge Duggan Ham,1936,M,Polo,ARG,1
Gisela Jacob-Arendt,1936,F,Swimming,GER,2
Gisela Mauermayer,1936,F,Athletics,GER,1
Henri Louis Marie van Schaik,1936,M,Equestrianism,NED,1
Walter Helmut Berthold,1936,M,Handball,GER,1
"Luise Martha ""Lies"" Krger",1936,F,Athletics,GER,1
"Katherine Louise Rawls (-Thompson, -Green)",1936,F,Diving,USA,1
Aladr Gerevich (-Gerei),1936,M,Fencing,HUN,2
Zdzisaw Szczsny Kawecki-Gozdawa,1936,M,Equestrianism,POL,1
Giulio Cappelli,1936,M,Football,ITA,1
Lionel Charles Renwick Emmett,1936,M,Hockey,IND,1
Giulio Gaudini,1936,M,Fencing,ITA,3
"Harold Heaton ""Harry"" Hill",1936,M,Cycling,GBR,1
"Friedrich ""Fritz"" Bischoff",1936,M,Sailing,GER,1
Siegfried Powolny,1936,M,Handball,AUT,1
"Elizabeth Garner ""Betty"" Taylor (-Campbell)",1936,F,Athletics,CAN,1
Vlasta Dkanov,1936,F,Gymnastics,TCH,1
Pierre Coppieters,1936,M,Water Polo,BEL,1
Frithjof Melchior Blumer Ulleberg,1936,M,Football,NOR,1
Imre Harangi,1936,M,Boxing,HUN,1
"Fritz ""Itze"" Gunst",1936,M,Water Polo,GER,1
Hermann Leopold August von Oppeln-Bronikowski,1936,M,Equestrianism,GER,1
Walter Beck,1936,M,Gymnastics,SUI,1
Hermann Kutschera,1936,M,Art Competitions,AUT,1
Fritz Bauer,1936,M,Rowing,GER,1
Fritz Fromm,1936,M,Handball,GER,1
Harold D. Cagle,1936,M,Athletics,USA,1
Violet Rose Olney (-Parish),1936,F,Athletics,GBR,1
"Gordon ""Gord"" Aitchison",1936,M,Basketball,CAN,1
"Gordon Belgum ""Gordy"" Adam",1936,M,Rowing,USA,1
Hermann Heinrich Gottfried Johann auf der Heide,1936,M,Hockey,GER,1
Gustav Schrger,1936,M,Water Polo,GER,1
Hans Helmut Stoiber,1936,M,Art Competitions,AUT,1
Hermann Betschart,1936,M,Rowing,SUI,2
Godfrey Lionel Rampling,1936,M,Athletics,GBR,1
Anne Antoine Franois Grard Imbert de Balorre,1936,M,Equestrianism,FRA,1
Friedrich Wilhelm Gerhard,1936,M,Equestrianism,GER,2
Vlasta Foltov (-Hamplov),1936,F,Gymnastics,TCH,1
Glenn Edward Morris,1936,M,Athletics,USA,1
Glenn Foster Hardin,1936,M,Athletics,USA,1
"Friedrich ""Fritz"" Maurer",1936,M,Handball,AUT,1
Saleh Mohamed Soliman,1936,M,Weightlifting,EGY,1
Walter Frederick March,1936,M,Art Competitions,GER,2
Glenn Vernice Cunningham,1936,M,Athletics,USA,1
"Friedrich ""Fritz"" Wurmbck",1936,M,Handball,AUT,1
Ellen S. Mller-Preis,1936,F,Fencing,AUT,1
Gnter Oskar Dyhrenfurth,1936,M,Alpinism,SUI,1
Luigi Scarabello,1936,M,Football,ITA,1
"Friedrich Chri. ""Fritz"" Landertinger",1936,M,Canoeing,AUT,1
Zdenk krland,1936,M,Canoeing,TCH,1
Gnter Wilhelm Leichum,1936,M,Athletics,GER,1
Friedrich Gottlob Paul Ferdinand von Stlpnagel,1936,M,Athletics,GER,1
"Katharina Anna ""Kthe"" Krau",1936,F,Athletics,GER,1
"Friedrich Karl ""Fritz"" Bondroit",1936,M,Canoeing,GER,1
Gnther Ortmann,1936,M,Handball,GER,1
Jan Brzk-Felix,1936,M,Canoeing,TCH,1
Elizabeth Mary Ryan,1936,F,Swimming,USA,1
"Elizabeth M. ""Betty"" Robinson (-Schwartz)",1936,F,Athletics,USA,1
Jan Adrianus de Bruine,1936,M,Equestrianism,NED,1
Frank Wyatt Lewis,1936,M,Wrestling,USA,1
Hans Drakenberg,1936,M,Fencing,SWE,1
Enrico Garzelli,1936,M,Rowing,ITA,1
Sndor Tarics,1936,M,Water Polo,HUN,1
Willard Theodore Schmidt,1936,M,Basketball,USA,1
Gyrgy Kutasi (Kusinszky),1936,M,Water Polo,HUN,1
Lars Gerhard Lennart Ekdahl,1936,M,Sailing,SWE,1
Peter Herbert Jackson,1936,M,Rowing,GBR,1
Gyrgy Brdy,1936,M,Water Polo,HUN,1
"Hendrika Wilhelmina ""Rie"" Mastenbroek (-Kuiper, -de Wit)",1936,F,Swimming,NED,4
Ivar Valentin Johansson,1936,M,Wrestling,SWE,1
Ingeborg Schmitz,1936,F,Swimming,GER,1
Franz Bartl,1936,M,Handball,AUT,1
Silvano Abba,1936,M,Modern Pentathlon,ITA,1
Franz Berghammer,1936,M,Handball,AUT,1
Franz Bistricky,1936,M,Handball,AUT,1
Franz Brunner,1936,M,Handball,AUT,1
Alfred Hierl,1936,M,Art Competitions,GER,1
Gioacchino Guaragna,1936,M,Fencing,ITA,1
Ludwig Beisiegel,1936,M,Hockey,GER,1
Franz Ernst Beckert,1936,M,Gymnastics,GER,1
Franz Fuchsberger,1936,M,Football,AUT,1
"Hendrik Christiaan ""Henk"" de Looper",1936,M,Hockey,NED,1
Erik David Einar Karlsson,1936,M,Wrestling,SWE,1
"Hendrik ""Henk"" Ooms",1936,M,Cycling,NED,1
"Georges Eugne William ""Go"" Buchard",1936,M,Fencing,FRA,1
Helmut Hamann,1936,M,Athletics,GER,1
Andrs Gmez Domnguez,1936,M,Basketball,MEX,1
Andrs Gazzotti,1936,M,Polo,ARG,1
Ernest Alfred Johnson,1936,M,Cycling,GBR,1
"Ernest ""Ernie"" Harper",1936,M,Athletics,GBR,1
Erna Brger,1936,F,Gymnastics,GER,1
Helmut Radach,1936,M,Rowing,GER,1
Ursula Pollack (-Oberstein),1936,F,Swimming,GER,1
Humphrey Patrick Guinness,1936,M,Polo,GBR,1
Silvio Hernndez del Valle,1936,M,Basketball,MEX,1
Harry Julius Larsen,1936,M,Rowing,DEN,1
Wilhelm Mller,1936,M,Handball,GER,1
Erling Nilsen,1936,M,Boxing,NOR,1
Helmut Schwenn,1936,M,Water Polo,GER,1
Gianni Caldana,1936,M,Athletics,ITA,1
Erland Franz Herkenrath,1936,M,Handball,SUI,1
Ralph English Bishop,1936,M,Basketball,USA,1
Hideko Maehata (-Hyodo),1936,F,Swimming,JPN,1
"James Ellis ""Jimmy"" LuValle",1936,M,Athletics,USA,1
Ralph Harold Metcalfe,1936,M,Athletics,USA,2
Ludwig Fritz Ernst Stubbendorff,1936,M,Equestrianism,GER,2
Ludwig Landen,1936,M,Canoeing,GER,1
Ludwig Schuberth,1936,M,Handball,AUT,1
Henri Disy,1936,M,Water Polo,BEL,1
Torsten Hjalmar Lord,1936,M,Sailing,SWE,1
Sverre Hansen,1936,M,Football,NOR,1
"Willem de Vries Lentsch, Sr.",1936,M,Sailing,NED,1
Luigi De Manincor,1936,M,Sailing,ITA,1
Anna Hebinov,1936,F,Gymnastics,TCH,1
"Willemijntje ""Willy"" den Ouden (-Broms, -Jager, -Schupper)",1936,F,Swimming,NED,1
Konrad Frey,1936,M,Gymnastics,GER,6
Peter Markham Scott,1936,M,Sailing,GBR,1
Willi Eichhorn,1936,M,Rowing,GER,1
"Harriet Pauline ""Hettie"" Dyhrenfurth (Heyman-)",1936,F,Alpinism,SUI,1
Harriet Claiborne Bland (-Green),1936,F,Athletics,USA,1
Willi Horn,1936,M,Canoeing,GER,1
Enzo Bartolini,1936,M,Rowing,ITA,1
Per Vilhelm Rudolf Svedberg,1936,M,Wrestling,SWE,1
Olivr Halassy (Haltmayer),1936,M,Water Polo,HUN,1
"Frederick Douglas ""Fritz"" Pollard, Jr.",1936,M,Athletics,USA,1
"Frederick Ferdinand ""Freddie"" Wolff",1936,M,Athletics,GBR,1
Enrico Massimo Poggi,1936,M,Sailing,ITA,1
Pierre Lon Gaston Georget,1936,M,Cycling,FRA,2
Henri De Pauw,1936,M,Water Polo,BEL,1
Georges Arnould Maton,1936,M,Cycling,FRA,1
"Henri Carel Willem ""Hans"" Schnitger",1936,M,Hockey,NED,1
Erik Alfred gren,1936,M,Boxing,SWE,1
Franz Mandl,1936,M,Football,AUT,1
Ludwig Schweickert,1936,M,Wrestling,GER,1
Inge Srensen (-Tabur),1936,F,Swimming,DEN,1
Franz Sondinger,1936,M,Art Competitions,GER,1
Tullio Gonnelli,1936,M,Athletics,ITA,1
Giorgio Bocchino,1936,M,Fencing,ITA,2
Giorgio Oberweger,1936,M,Athletics,ITA,1
"Willem Frederik ""Wim"" van der Kroft",1936,M,Canoeing,NED,1
"William ""Bill"" Roberts",1936,M,Athletics,GBR,1
"Olaf Christian Ditlev-Simonsen, Jr.",1936,M,Sailing,NOR,1
Erich Schmitt,1936,M,Handball,SUI,1
Torsten Elis Ullman,1936,M,Shooting,SWE,2
Erich Krempel,1936,M,Shooting,GER,1
Erich Koschik,1936,M,Canoeing,GER,1
Erich Herrmann,1936,M,Handball,GER,1
Erich Hanisch,1936,M,Canoeing,GER,1
Erich Cuntz,1936,M,Hockey,GER,1
Erich Borchmeyer,1936,M,Athletics,GER,1
Luigi Beccali,1936,M,Athletics,ITA,1
Erich Siebert,1936,M,Wrestling,GER,1
Georg Hugo Kurt Thomas,1936,M,Art Competitions,GER,1
Jozu Dupon,1936,M,Art Competitions,BEL,1
Herbert Runge,1936,M,Boxing,GER,1
Bruno Erich Zander,1936,M,Hockey,GER,1
"Joseph Deville Thomas ""Joe"" Galibardy",1936,M,Hockey,IND,1
"Reindert Berend Jan ""Rein"" de Waal",1936,M,Hockey,NED,1
Bruno Fattori,1936,M,Art Competitions,ITA,1
Marcel Chauvign,1936,M,Rowing,FRA,1
Martin Kargl,1936,M,Football,AUT,1
Martin Karl,1936,M,Rowing,GER,1
William Robert Norris Hinde,1936,M,Polo,GBR,1
Marceau Roger Fourcade,1936,M,Rowing,FRA,1
Martin Leonard Hindorff,1936,M,Sailing,SWE,1
"Johann Adolf Friedrich ""Hans"" Maier",1936,M,Rowing,GER,1
"Johann Josef ""Hans"" Zehetner",1936,M,Handball,AUT,1
Joseph De Combe,1936,M,Water Polo,BEL,1
Otto Heinrich Gerhard Adolf Wachs,1936,M,Sailing,GER,1
Anton Perwein,1936,M,Handball,AUT,1
Robert Charpentier,1936,M,Cycling,FRA,3
Armand Putzeyse,1936,M,Cycling,BEL,1
Reidar Osvald Kvammen,1936,M,Football,NOR,1
Ciro Verratti,1936,M,Fencing,ITA,1
Tibor Berczelly (Berczeller-),1936,M,Fencing,HUN,1
"Robert Clark ""Bob"" Young",1936,M,Athletics,USA,1
"Johanna Katarina ""Jopie"" Selbach (-Ko)",1936,F,Swimming,NED,1
Armando Latini,1936,M,Cycling,ITA,1
Bruno Venturini,1936,M,Football,ITA,1
Robert Dorgebray,1936,M,Cycling,FRA,1
Aleksanteri Saarvala (Schabarin-),1936,M,Gymnastics,FIN,2
"John Wilfrid ""Johnny"" Loaring",1936,M,Athletics,CAN,1
Anton Krenn,1936,M,Football,AUT,1
Julio Pedro Curatella,1936,M,Rowing,ARG,1
"Joseph Cephis ""Joe"" Fortenberry",1936,M,Basketball,USA,1
"Joseph ""Joe"" Phillips",1936,M,Hockey,IND,1
Marshall Wayne,1936,M,Diving,USA,2
Karl Jansen,1936,M,Weightlifting,GER,1
"Joseph ""Joe"" Schleimer",1936,M,Wrestling,CAN,1
dn Grf,1936,M,Swimming,HUN,1
Karl Kainberger,1936,M,Football,AUT,1
Bror Erik Alvar Bladstrm,1936,M,Canoeing,SWE,1
"Dina Willemina Jacoba ""Nida"" Senff (-Scheffer, -Couturier)",1936,F,Swimming,NED,1
"dn Zombori (Zanich, Janicsek)",1936,M,Wrestling,HUN,1
Johan Jacob Greter,1936,M,Equestrianism,NED,1
Otto Licha,1936,M,Handball,AUT,1
Marten Hans Joachim von Barnekow,1936,M,Equestrianism,GER,1
"Johann ""Hans"" Houschka",1936,M,Handball,AUT,1
Jean-Franois Van Der Motte,1936,M,Cycling,BEL,1
Dino Barsotti,1936,M,Rowing,ITA,1
John Youie Woodruff,1936,M,Athletics,USA,1
Martha Ludowika Genenger (-Engfeld),1936,F,Swimming,GER,1
Marcel Henri Vandernotte,1936,M,Rowing,FRA,1
Martial Guy Lapbie,1936,M,Cycling,FRA,3
Julio Mller Lujn,1936,M,Polo,MEX,1
Bruno Bianchi,1936,M,Sailing,ITA,1
Karl Kreutzberg,1936,M,Handball,GER,1
Martin Henri Eberhardt,1936,M,Canoeing,FRA,1
Bernard Jules Robert Schmetz,1936,M,Fencing,FRA,1
"Alexander Brassey Jonathan ""Alec"" Scott",1936,M,Equestrianism,GBR,1
Rupert Weinstabl,1936,M,Canoeing,AUT,2
"Alexander H. ""Alex"" Homberger",1936,M,Rowing,SUI,2
Paul Mehlitz,1936,M,Hockey,GER,1
Audrey Kathleen Kilner Brown (-Court),1936,F,Athletics,GBR,1
"Martinus Bernardus ""Tinus"" Osendarp",1936,M,Athletics,NED,2
"Rudolf ""Tito"" Warnholtz",1936,M,Hockey,GER,1
Roger Michelot,1936,M,Boxing,FRA,1
August Heim,1936,M,Fencing,GER,2
Shunpei Uto,1936,M,Swimming,JPN,2
Jean Georges Cosmat,1936,M,Rowing,FRA,1
"Donald Osborne ""Don"" Finlay",1936,M,Athletics,GBR,1
Roger Jean Le Nizerhy,1936,M,Cycling,FRA,1
Joseph Maurice Edgard Daniel Gillois,1936,M,Equestrianism,FRA,1
August Neo,1936,M,Wrestling,EST,2
Rudolf Eckstein,1936,M,Rowing,GER,1
Jzef Klukowski,1936,M,Art Competitions,POL,1
Adalberts Bubenko,1936,M,Athletics,LAT,1
"Mohamed Ahmed ""Anwar"" Mousbah",1936,M,Weightlifting,EGY,1
"Carl Anton ""Toni"" Rom",1936,M,Rowing,GER,1
August Uno Walter Wallentin,1936,M,Sailing,SWE,1
Manuel ngel Andrada,1936,M,Polo,ARG,1
Auguste Garrebeek,1936,M,Cycling,BEL,1
Alf Kristoffer Tveten,1936,M,Sailing,NOR,1
Sten Suvio (Schuschin-),1936,M,Boxing,FIN,1
Rudolf Hermann Eisenmenger,1936,M,Art Competitions,AUT,1
Alf Werner Martinsen,1936,M,Football,NOR,1
Mikls Srkny,1936,M,Water Polo,HUN,1
Rudolf Ismayr,1936,M,Weightlifting,GER,1
"Carl Erik ""Inge"" Heijbroek",1936,M,Hockey,NED,1
Achille Piccini,1936,M,Football,ITA,1
John Peder Ditlev-Simonsen,1936,M,Sailing,NOR,1
Rudolf Hans-Joachim Weise,1936,M,Sailing,GER,1
Bryan John Fowler,1936,M,Polo,GBR,1
Roger Roland Verey,1936,M,Rowing,POL,1
Jean Goujon,1936,M,Cycling,FRA,2
Johannes Friedrich Herbert,1936,M,Wrestling,GER,1
Jean Sylvain Despeaux,1936,M,Boxing,FRA,1
Martti Uosikkinen,1936,M,Gymnastics,FIN,1
Alex Walter Diggelmann,1936,M,Art Competitions,SUI,1
Burkhard Herbert Gantenbein,1936,M,Handball,SUI,1
Christopher Alan Boardman,1936,M,Sailing,GBR,1
Johannes Magdalon Monsen,1936,M,Football,NOR,1
Robert Fein,1936,M,Weightlifting,AUT,1
Mary Olive McKean (-Mucha),1936,F,Swimming,USA,1
Shoryu (Sung-Yong) Nan (Nam),1936,M,Athletics,JPN,1
"Joseph Harry ""Joe"" Rantz",1936,M,Rowing,USA,1
"Robert Gaston ""Bob"" Moch",1936,M,Rowing,USA,1
"Donald Bruce ""Don"" Hume",1936,M,Rowing,USA,1
Masaharu Taguchi,1936,M,Swimming,JPN,1
Julius Eisenecker,1936,M,Fencing,GER,2
Masaji Kiyokawa,1936,M,Swimming,JPN,1
"Antoine Robert Onslow ""Tonny"" van Lierop",1936,M,Hockey,NED,1
Domenico Mordini,1936,M,Sailing,ITA,1
Domingos Antnio de Souza Coutinho,1936,M,Equestrianism,POR,1
Julius Helmut Braselmann,1936,M,Handball,GER,1
"Robert Hyatt ""Bob"" Clark",1936,M,Athletics,USA,1
Masanori Yusa,1936,M,Swimming,JPN,2
Russell Thomas Harmer,1936,M,Sailing,GBR,1
Masao Harada,1936,M,Athletics,JPN,1
ivind Josef Holmsen,1936,M,Football,NOR,1
"Donald Arthur ""Don"" Piper",1936,M,Basketball,USA,1
Aaron Ross Flood,1936,M,Wrestling,USA,1
"Bernardus Petrus ""Bernard"" Leene",1936,M,Cycling,NED,1
Jzsef Palots,1936,M,Wrestling,HUN,1
Rolf Faes,1936,M,Handball,SUI,1
Aarne Eemeli Reini,1936,M,Wrestling,FIN,1
Jos Gil de Gouveia Beltro,1936,M,Equestrianism,POR,1
Josef Kitzmller,1936,M,Football,AUT,1
Willy Mads Henry Rgeberg,1936,M,Shooting,NOR,1
Marie Vtrovsk (-irok),1936,F,Gymnastics,TCH,1
Ren Henri Georges Bondoux,1936,M,Fencing,FRA,1
Willy Hufschmid,1936,M,Handball,SUI,1
Bianco Bianchi,1936,M,Cycling,ITA,1
Josef Klapuch,1936,M,Wrestling,TCH,1
Vclav Mottl,1936,M,Canoeing,TCH,1
Jen Brandi (Brandeiski),1936,M,Water Polo,HUN,1
Jess Olmos Moreno,1936,M,Basketball,MEX,1
Willy Schfer,1936,M,Handball,SUI,1
Mirza Nasir-ud-Din Masood,1936,M,Hockey,IND,1
Dante Secchi,1936,M,Rowing,ITA,1
Josef Manger,1936,M,Weightlifting,GER,1
Paul Albert Wormser,1936,M,Fencing,FRA,1
Sergio Bertoni,1936,M,Football,ITA,1
"Danil Marinus Johannes ""Daan"" Kagchelland",1936,M,Sailing,NED,1
Viktor Kalisch,1936,M,Canoeing,AUT,1
Thomas Richard Martin Bristow,1936,M,Rowing,GBR,1
Willy Gysi,1936,M,Handball,SUI,1
Mario Checcacci,1936,M,Rowing,ITA,1
Michael Reusch,1936,M,Gymnastics,SUI,2
Mario Gentili,1936,M,Cycling,ITA,1
Willy Bandholz,1936,M,Handball,GER,1
Josef Krejci,1936,M,Handball,AUT,1
Mario Lanzi,1936,M,Athletics,ITA,1
Jerzy Ustupski,1936,M,Rowing,POL,1
Ryuji Fujita,1936,M,Art Competitions,JPN,1
Paul Hffer,1936,M,Art Competitions,GER,1
"Maria Jadwiga Kwaniewska (-Trytko, -Komiska, -Maleszewska)",1936,F,Athletics,POL,1
Paul Gilbert Wolf,1936,M,Swimming,USA,1
mile Marieange Poilv,1936,M,Wrestling,FRA,1
Karl Drse,1936,M,Hockey,GER,1
Athos Tanzini,1936,M,Fencing,ITA,1
Karl Alfred Markus Schwarzmann,1936,M,Gymnastics,GER,5
Michel Pcheux,1936,M,Fencing,FRA,1
Jos Pamplona Lecuanda,1936,M,Basketball,MEX,1
Margit Nagy-Sndor,1936,F,Gymnastics,HUN,1
Roop Singh Bais,1936,M,Hockey,IND,1
Margit Kalocsai (Krammer),1936,F,Gymnastics,HUN,1
"Adolf ""Adi"" Kainz",1936,M,Canoeing,AUT,1
Margit Csillik,1936,F,Gymnastics,HUN,1
Ren Sparenberg,1936,M,Hockey,NED,1
Adolf Laudon,1936,M,Football,AUT,1
Antonio Nava Castillo,1936,M,Polo,MEX,1
Wolfgang Ehrl,1936,M,Wrestling,GER,1
Boena Dobeov (-Kalov),1936,F,Gymnastics,TCH,1
"David Donald ""Dave"" Albritton",1936,M,Athletics,USA,1
Juan Gracia Zazueta,1936,M,Polo,MEX,1
David Dawnay,1936,M,Polo,GBR,1
Josef Hasenhrl,1936,M,Rowing,AUT,1
Adolf Wagner,1936,M,Weightlifting,GER,1
Josef Hauser,1936,M,Water Polo,GER,1
Bohuslav Karlk,1936,M,Canoeing,TCH,1
